Season,Matchweek,Date,HomeTeam,HomeGoals,Home_xG,AwayTeam,AwayGoals,Away_xG,Home_Shots,Away_Shots,Home_Shots_On_Target,Away_Shots_On_Target,Home_Shot_Distance,Away_Shot_Distance,Home_Free_Kicks,Away_Free_Kicks,Home_Penalties,Away_Penalties,Home_PSxG,Away_PSxG,Home_%Stopped_Crosses,Away_%Stopped_Crosses,Home_SCA,Away_SCA,Home_GCA,Away_GCA,Home_Passes_Attempted,Away_Passes_Attempted,Home_%Passes_Completed,Away_%Passes_Completed,Home_xA,Away_xA,Home_Key_Passes,Away_Key_Passes,Home_Final_Third_Passes,Away_Final_Third_Passes,Home_PPA,Away_PPA,Home_CrsPA,Away_CrsPA,Home_Progressive_Passes,Away_Progressive_Passes,Home_Points,Away_Points,Home_Standings_Points,Away_Standings_Points,Home_Standings_Rank,Away_Standings_Rank,Home_xPoints,Away_xPoints,Home_PSxG_xPoints,Away_PSxG_xPoints,half_time_home_goals,half_time_away_goals,Home_corners,Away_corners,odds_home_win,odds_draw,odds_away_win,Over,odds_over,odds_under
2024.0,11.0,2023-11-11,Bochum,1.0,3.7,Köln,1.0,0.9,25.0,11.0,9.0,6.0,16.8,14.4,1.0,0.0,0.0,0.0,1.1,3.5,15.4,5.9,37.0,19.0,1.0,2.0,447.0,416.0,68.2,69.0,1.2,0.8,15.0,8.0,24.0,12.0,14.0,5.0,3.0,2.0,37.0,23.0,1,1,8,5,14.0,18.0,2.7276,0.1965,0.2675,2.639,1.0,0.0,3.0,3.0,2.45,3.4,2.88,0,1.67,2.2
2024.0,13.0,2023-11-11,Osasuna,1.0,1.0,Las Palmas,1.0,0.4,11.0,6.0,3.0,1.0,12.3,18.7,0.0,1.0,0.0,0.0,0.5,1.5,0.0,4.2,21.0,11.0,2.0,2.0,474.0,563.0,71.3,77.8,1.0,0.5,11.0,5.0,39.0,13.0,6.0,4.0,4.0,2.0,43.0,32.0,1,1,13,17,11.0,9.0,1.875,0.7731,0.5572,2.1976,0.0,0.0,8.0,3.0,1.95,3.4,4.0,0,2.3,1.6
2024.0,12.0,2023-11-11,Juventus,2.0,2.3,Cagliari,1.0,0.6,18.0,11.0,4.0,2.0,14.1,16.1,1.0,0.0,0.0,0.0,0.7,2.5,5.6,0.0,28.0,21.0,3.0,2.0,451.0,462.0,76.5,79.9,1.3,0.6,12.0,9.0,33.0,18.0,7.0,5.0,3.0,4.0,32.0,30.0,3,0,26,9,2.0,17.0,2.4666,0.378,0.3279999999999999,2.5327,0.0,0.0,12.0,4.0,1.36,5.0,8.0,1,1.75,2.05
2024.0,12.0,2023-11-12,Metz,3.0,1.1,Nantes,1.0,1.3,9.0,16.0,4.0,3.0,18.6,16.0,0.0,1.0,0.0,0.0,0.4,1.6,9.5,11.1,17.0,28.0,6.0,2.0,344.0,671.0,69.8,82.7,0.6,1.1,8.0,12.0,19.0,41.0,5.0,12.0,2.0,4.0,31.0,58.0,3,0,10,14,16.0,7.0,1.2238,1.4986,0.4770999999999999,2.2948,2.0,1.0,2.0,5.0,2.9,3.25,2.5,1,2.05,1.85
2024.0,12.0,2023-11-12,Brighton,1.0,1.5,Sheffield Utd,1.0,1.1,11.0,9.0,6.0,1.0,16.5,19.3,0.0,0.0,0.0,0.0,0.0,1.2,0.0,10.0,18.0,15.0,2.0,0.0,664.0,418.0,85.5,77.5,1.0,0.6,7.0,6.0,28.0,15.0,5.0,9.0,0.0,0.0,41.0,28.0,1,1,18,4,7.0,19.0,1.6835999999999998,1.0458,0.2721,2.4558,1.0,0.0,6.0,3.0,1.25,5.75,13.0,0,1.4,2.88
2024.0,13.0,2023-11-12,Barcelona,2.0,1.6,Alaves,1.0,1.7,10.0,8.0,5.0,1.0,19.4,14.0,0.0,0.0,1.0,0.0,0.9,2.2,0.0,5.3,21.0,16.0,4.0,2.0,793.0,317.0,87.1,65.9,1.3,0.7,9.0,6.0,58.0,24.0,9.0,8.0,3.0,2.0,70.0,23.0,3,0,24,11,4.0,13.0,1.2879999999999998,1.4629,0.5379,2.2749,0.0,1.0,2.0,1.0,1.25,6.0,11.0,1,1.57,2.35
2024.0,12.0,2023-11-12,Chelsea,4.0,2.9,Manchester City,4.0,2.9,16.0,14.0,8.0,9.0,19.1,16.6,1.0,1.0,1.0,1.0,3.5,4.0,8.3,50.0,29.0,29.0,6.0,7.0,473.0,573.0,84.1,88.0,0.3,0.9,9.0,13.0,20.0,43.0,3.0,17.0,0.0,3.0,29.0,61.0,1,1,15,27,10.0,1.0,1.381,1.4349999999999998,1.1718,1.6668,2.0,2.0,3.0,3.0,5.0,3.7,1.73,1,1.88,2.02
2024.0,13.0,2023-11-12,Atletico Madrid,3.0,3.9,Villarreal,1.0,0.8,25.0,11.0,10.0,7.0,14.6,15.8,0.0,0.0,0.0,0.0,1.1,2.8,0.0,3.7,41.0,21.0,6.0,1.0,608.0,612.0,85.0,87.7,2.7,0.5,18.0,10.0,50.0,29.0,17.0,3.0,6.0,1.0,78.0,23.0,3,0,25,12,3.0,12.0,2.7979000000000003,0.1429,0.4469,2.4074000000000004,1.0,1.0,6.0,3.0,1.36,5.5,7.5,1,1.5,2.5
2024.0,12.0,2023-11-12,Lazio,0.0,0.4,Roma,0.0,0.4,7.0,8.0,2.0,1.0,22.1,16.7,0.0,0.0,0.0,0.0,0.0,0.5,0.0,9.1,14.0,16.0,0.0,0.0,521.0,542.0,85.4,84.7,0.6,0.7,6.0,6.0,29.0,23.0,6.0,8.0,3.0,2.0,36.0,28.0,1,1,16,17,9.0,7.0,1.2313,1.249,0.5935,1.813,0.0,0.0,4.0,1.0,3.0,3.0,2.63,0,2.35,1.57
2024.0,12.0,2023-11-12,Udinese,1.0,1.5,Atalanta,1.0,0.7,12.0,8.0,4.0,2.0,23.6,10.8,0.0,0.0,0.0,0.0,1.2,0.9,5.9,0.0,22.0,15.0,2.0,2.0,322.0,607.0,69.3,84.0,0.8,0.5,8.0,6.0,19.0,59.0,3.0,6.0,1.0,3.0,20.0,63.0,1,1,10,19,16.0,5.0,2.0047,0.7365999999999999,1.6097,1.0967,1.0,0.0,7.0,7.0,3.75,3.5,2.0,0,1.99,1.91
2024.0,12.0,2023-11-12,Fiorentina,2.0,1.4,Bologna,1.0,1.8,11.0,10.0,3.0,3.0,23.9,16.4,0.0,0.0,1.0,1.0,1.7,1.6,0.0,0.0,21.0,18.0,4.0,1.0,340.0,536.0,74.7,80.6,0.7,0.2,10.0,8.0,33.0,20.0,5.0,6.0,0.0,3.0,32.0,42.0,3,0,17,18,7.0,6.0,1.0949,1.6652,1.4422,1.3138,1.0,1.0,0.0,3.0,2.0,3.4,3.8,1,2.05,1.85
2024.0,12.0,2023-11-12,Clermont Foot,1.0,1.5,Lorient,0.0,0.5,16.0,10.0,5.0,3.0,21.1,23.7,1.0,0.0,1.0,0.0,1.0,1.9,13.3,0.0,29.0,19.0,2.0,0.0,566.0,460.0,85.0,83.7,0.7,0.6,13.0,9.0,35.0,32.0,7.0,3.0,1.0,2.0,48.0,34.0,3,0,6,11,17.0,13.0,2.1372,0.6099,0.7608,2.0166,0.0,0.0,5.0,4.0,2.1,3.3,3.6,0,2.1,1.7
2024.0,12.0,2023-11-12,Napoli,0.0,0.9,Empoli,1.0,0.5,18.0,8.0,7.0,3.0,18.2,18.8,0.0,0.0,0.0,0.0,0.9,1.1,0.0,4.2,31.0,15.0,0.0,2.0,641.0,348.0,83.6,72.7,0.5,0.3,15.0,8.0,44.0,23.0,6.0,8.0,0.0,2.0,62.0,33.0,0,3,21,7,4.0,19.0,1.6723,0.9574,1.1743,1.516,0.0,0.0,8.0,3.0,1.22,7.0,11.0,0,1.4,2.88
2024.0,12.0,2023-11-12,Rennes,0.0,0.9,Lyon,1.0,1.5,8.0,12.0,2.0,5.0,24.3,14.6,1.0,0.0,0.0,0.0,1.2,0.5,11.1,10.0,13.0,21.0,0.0,2.0,426.0,594.0,79.1,85.9,0.5,1.5,6.0,7.0,26.0,70.0,3.0,16.0,0.0,5.0,22.0,73.0,0,3,11,4,13.0,18.0,0.9209,1.8038,1.9415,0.7562,0.0,0.0,6.0,9.0,1.73,4.2,4.33,0,1.67,2.15
2024.0,12.0,2023-11-12,Lens,1.0,1.1,Marseille,0.0,1.0,14.0,8.0,2.0,2.0,15.1,15.6,0.0,0.0,0.0,0.0,0.6,0.3,5.9,0.0,24.0,13.0,2.0,0.0,437.0,497.0,80.1,79.3,1.3,0.9,11.0,6.0,41.0,23.0,11.0,7.0,2.0,4.0,59.0,32.0,3,0,12,13,11.0,9.0,1.4087999999999998,1.2837,1.5659999999999998,0.957,0.0,0.0,4.0,5.0,2.25,3.4,3.2,0,1.89,2.01
2024.0,12.0,2023-11-12,West Ham,3.0,1.8,Nott'ham Forest,2.0,1.7,16.0,10.0,6.0,5.0,18.0,15.6,1.0,0.0,0.0,0.0,1.8,1.3,14.3,9.5,24.0,16.0,4.0,3.0,567.0,483.0,81.8,79.5,0.9,0.7,11.0,8.0,42.0,31.0,4.0,7.0,1.0,5.0,53.0,34.0,3,0,14,13,12.0,13.0,1.4408999999999998,1.3185,1.7341,1.0213,1.0,1.0,9.0,4.0,1.85,3.6,4.0,1,1.75,2.05
2024.0,12.0,2023-11-12,Inter,2.0,3.1,Frosinone,0.0,0.7,20.0,12.0,5.0,3.0,19.6,16.1,1.0,0.0,1.0,0.0,0.2,1.5,0.0,26.7,34.0,19.0,3.0,0.0,521.0,584.0,83.3,85.8,1.6,0.6,16.0,10.0,25.0,29.0,15.0,5.0,3.0,2.0,38.0,40.0,3,0,28,15,1.0,11.0,2.6839,0.2233,0.358,2.4139,1.0,0.0,9.0,4.0,1.18,8.0,13.0,0,1.36,3.1
2024.0,11.0,2023-11-12,Werder Bremen,2.0,1.5,Eint Frankfurt,2.0,2.0,12.0,14.0,4.0,3.0,21.8,17.3,1.0,0.0,1.0,0.0,1.3,2.2,7.1,0.0,20.0,26.0,3.0,4.0,563.0,586.0,81.7,83.3,1.0,1.4,8.0,13.0,27.0,42.0,4.0,12.0,1.0,2.0,35.0,38.0,1,1,10,17,11.0,7.0,1.0488,1.7283,0.8301000000000001,1.9596,1.0,0.0,3.0,7.0,3.1,3.4,2.3,1,1.73,2.1
2024.0,11.0,2023-11-12,RB Leipzig,3.0,1.9,Freiburg,1.0,0.5,14.0,9.0,5.0,3.0,18.1,16.1,0.0,0.0,1.0,0.0,0.6,2.4,0.0,0.0,25.0,18.0,4.0,2.0,660.0,414.0,86.4,75.8,1.3,0.5,11.0,9.0,43.0,18.0,6.0,4.0,0.0,2.0,42.0,25.0,3,0,20,14,5.0,8.0,2.3848000000000003,0.4276,0.3216,2.5419,1.0,1.0,7.0,3.0,1.44,5.0,6.5,1,1.57,2.38
2024.0,12.0,2023-11-12,Liverpool,3.0,1.7,Brentford,0.0,1.6,17.0,16.0,10.0,3.0,19.0,17.0,0.0,2.0,0.0,0.0,1.0,2.5,5.9,18.8,30.0,26.0,6.0,0.0,548.0,390.0,79.7,73.3,1.1,1.1,13.0,12.0,39.0,17.0,12.0,9.0,1.0,1.0,50.0,37.0,3,0,24,16,3.0,9.0,1.4809,1.2841,0.5347999999999999,2.3024,1.0,0.0,6.0,8.0,1.4,5.0,6.5,1,1.44,2.7
2024.0,12.0,2023-11-12,Aston Villa,3.0,3.0,Fulham,1.0,0.9,12.0,9.0,6.0,5.0,13.5,19.5,0.0,0.0,0.0,0.0,1.3,2.1,0.0,0.0,22.0,17.0,4.0,2.0,538.0,527.0,82.0,82.4,1.6,0.7,9.0,8.0,29.0,24.0,5.0,7.0,1.0,4.0,30.0,28.0,3,0,22,12,5.0,14.0,2.589,0.2982,0.8448,1.9359,2.0,0.0,2.0,2.0,1.57,4.2,5.5,1,1.7,2.1
2024.0,12.0,2023-11-12,Lille,1.0,2.5,Toulouse,1.0,0.1,14.0,2.0,5.0,1.0,13.2,21.0,1.0,0.0,0.0,0.0,0.7,1.8,0.0,0.0,21.0,2.0,2.0,2.0,574.0,383.0,81.7,75.2,1.1,0.3,9.0,1.0,35.0,13.0,9.0,3.0,1.0,0.0,55.0,31.0,1,1,19,11,6.0,13.0,2.8399,0.0895,0.3319999999999999,2.5001,1.0,0.0,11.0,1.0,1.55,4.2,6.0,0,1.75,2.05
2024.0,12.0,2023-11-24,Köln,0.0,0.2,Bayern Munich,1.0,3.5,6.0,21.0,1.0,4.0,21.8,12.7,0.0,0.0,0.0,0.0,2.5,0.1,5.3,0.0,11.0,39.0,0.0,1.0,386.0,815.0,75.4,88.6,0.3,2.2,3.0,16.0,12.0,48.0,2.0,8.0,1.0,1.0,15.0,47.0,0,3,6,29,17.0,2.0,0.0499,2.9167,2.8871,0.0629,0.0,1.0,3.0,12.0,9.0,7.0,1.25,0,1.33,3.4
2024.0,13.0,2023-11-24,Paris S-G,5.0,2.6,Monaco,2.0,1.6,15.0,14.0,10.0,7.0,16.2,16.3,0.0,0.0,1.0,0.0,2.4,3.4,0.0,0.0,31.0,24.0,9.0,2.0,588.0,498.0,83.2,79.7,0.9,1.3,12.0,10.0,28.0,31.0,11.0,9.0,0.0,2.0,47.0,45.0,3,0,27,24,1.0,3.0,1.9818,0.8304,0.8789,1.952,2.0,1.0,2.0,10.0,1.45,4.75,6.5,1,1.36,3.1
2024.0,14.0,2023-11-24,Alaves,3.0,0.8,Granada,1.0,1.1,8.0,10.0,5.0,3.0,18.6,23.1,0.0,0.0,0.0,1.0,1.5,1.4,0.0,0.0,16.0,21.0,4.0,2.0,387.0,515.0,73.4,81.6,0.4,0.5,6.0,7.0,28.0,35.0,3.0,7.0,1.0,1.0,28.0,38.0,3,0,11,6,14.0,19.0,1.0808,1.6085,1.4341,1.3024,2.0,0.0,6.0,2.0,1.7,3.6,5.0,1,2.1,1.7
2024.0,12.0,2023-11-25,Wolfsburg,2.0,0.9,RB Leipzig,1.0,2.7,10.0,25.0,4.0,9.0,17.9,15.3,0.0,0.0,0.0,0.0,3.4,0.8,4.2,12.5,18.0,45.0,4.0,2.0,368.0,651.0,75.5,82.6,1.1,2.8,7.0,19.0,25.0,46.0,9.0,15.0,1.0,3.0,31.0,72.0,3,0,13,23,9.0,4.0,0.4355,2.4203,2.7359,0.1840999999999999,1.0,0.0,1.0,12.0,3.6,4.0,1.91,1,1.62,2.3
2024.0,12.0,2023-11-25,Dortmund,4.0,3.2,M'Gladbach,2.0,1.0,23.0,10.0,13.0,3.0,15.2,16.1,2.0,0.0,0.0,0.0,1.4,4.8,5.9,12.5,38.0,17.0,7.0,4.0,556.0,543.0,85.6,83.2,2.1,1.2,15.0,8.0,32.0,24.0,11.0,12.0,1.0,3.0,35.0,48.0,3,0,21,13,5.0,9.0,2.5706,0.3185,0.1338,2.8188,3.0,2.0,5.0,4.0,1.45,5.5,5.25,1,1.33,3.4
2024.0,12.0,2023-11-25,Union Berlin,1.0,2.1,Augsburg,1.0,1.7,14.0,10.0,5.0,1.0,17.3,18.6,0.0,1.0,0.0,1.0,1.0,2.1,0.0,15.4,28.0,15.0,2.0,2.0,606.0,383.0,81.7,69.7,0.9,0.8,12.0,4.0,43.0,20.0,9.0,3.0,2.0,1.0,61.0,26.0,1,1,6,13,17.0,9.0,1.6457,1.1342,0.639,2.1642,0.0,1.0,3.0,4.0,1.95,3.6,3.8,0,1.96,1.94
2024.0,14.0,2023-11-25,Atletico Madrid,1.0,1.7,Mallorca,0.0,1.1,20.0,8.0,3.0,1.0,17.6,16.0,0.0,0.0,0.0,0.0,0.3,0.7,9.1,0.0,37.0,14.0,2.0,0.0,706.0,338.0,84.7,74.6,1.5,0.6,16.0,6.0,40.0,26.0,11.0,3.0,1.0,2.0,49.0,21.0,3,0,28,9,3.0,17.0,1.7679000000000002,0.9723,0.8572,1.6966,0.0,0.0,7.0,3.0,1.33,5.0,9.5,0,1.97,1.93
2024.0,14.0,2023-11-25,Getafe,2.0,1.2,Almeria,1.0,1.8,18.0,13.0,5.0,4.0,17.1,15.6,0.0,0.0,0.0,0.0,1.4,1.3,25.0,0.0,32.0,22.0,4.0,2.0,470.0,415.0,72.8,65.8,1.1,1.0,15.0,10.0,38.0,25.0,11.0,7.0,5.0,2.0,42.0,35.0,3,0,15,3,10.0,20.0,0.969,1.7994,1.4251,1.3156,2.0,1.0,3.0,6.0,1.65,3.75,5.5,1,2.07,1.83
2024.0,14.0,2023-11-25,Valencia,0.0,0.5,Celta Vigo,0.0,0.8,8.0,13.0,0.0,1.0,15.7,21.9,1.0,1.0,0.0,0.0,0.1,0.0,7.7,7.1,16.0,23.0,0.0,0.0,528.0,439.0,77.8,71.1,0.5,0.6,5.0,10.0,31.0,22.0,8.0,2.0,3.0,0.0,41.0,26.0,1,1,18,7,7.0,18.0,1.0053,1.5993,1.1902,0.9049,0.0,0.0,5.0,7.0,2.2,3.25,3.5,0,2.08,1.73
2024.0,14.0,2023-11-25,Rayo Vallecano,1.0,0.7,Barcelona,1.0,1.0,10.0,15.0,4.0,4.0,23.6,15.8,0.0,1.0,0.0,0.0,0.7,1.3,12.5,0.0,16.0,28.0,1.0,0.0,322.0,640.0,71.7,88.1,0.3,1.6,4.0,13.0,20.0,51.0,2.0,14.0,1.0,2.0,13.0,52.0,1,1,18,27,7.0,4.0,1.064,1.6019,0.8782000000000001,1.831,1.0,0.0,1.0,4.0,5.25,4.0,1.65,0,1.73,2.08
2024.0,12.0,2023-11-25,Werder Bremen,0.0,0.2,Leverkusen,3.0,1.0,2.0,14.0,1.0,4.0,12.1,16.8,0.0,0.0,0.0,0.0,1.2,0.2,14.3,0.0,3.0,25.0,0.0,3.0,540.0,780.0,80.2,86.3,0.8,1.0,2.0,12.0,26.0,37.0,10.0,13.0,3.0,2.0,38.0,44.0,0,3,11,31,12.0,1.0,0.5758,2.0638,2.4605,0.3227,0.0,2.0,1.0,6.0,6.5,5.0,1.45,1,1.36,3.2
2024.0,12.0,2023-11-25,Eint Frankfurt,1.0,0.9,Stuttgart,2.0,2.3,14.0,11.0,1.0,4.0,20.3,17.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,23.0,19.0,0.0,4.0,650.0,484.0,82.2,80.2,0.7,1.8,9.0,10.0,33.0,22.0,11.0,10.0,0.0,1.0,50.0,38.0,0,3,18,24,7.0,3.0,0.521,2.309,2.7654000000000005,0.1173,1.0,2.0,4.0,2.0,2.6,3.6,2.6,1,1.73,2.1
2024.0,13.0,2023-11-25,Milan,1.0,1.8,Fiorentina,0.0,1.8,8.0,21.0,5.0,4.0,15.7,16.2,0.0,1.0,1.0,0.0,1.4,2.2,0.0,0.0,15.0,35.0,2.0,0.0,406.0,555.0,77.3,80.2,0.7,0.8,7.0,11.0,18.0,45.0,7.0,14.0,1.0,3.0,30.0,64.0,3,0,23,20,3.0,5.0,1.4184,1.3542,0.8942,1.8968,1.0,0.0,3.0,11.0,2.1,3.3,3.5,0,2.06,1.84
2024.0,13.0,2023-11-25,Clermont Foot,0.0,1.9,Lens,3.0,2.2,13.0,16.0,4.0,10.0,16.2,18.9,0.0,0.0,0.0,0.0,2.6,0.6,7.7,18.2,23.0,28.0,0.0,4.0,546.0,581.0,85.5,85.9,1.4,1.1,10.0,12.0,35.0,26.0,4.0,8.0,2.0,2.0,39.0,43.0,0,3,9,15,17.0,6.0,1.2006,1.5912,2.6049,0.2754,0.0,1.0,2.0,4.0,3.75,3.5,2.0,1,2.05,1.75
2024.0,13.0,2023-11-25,Burnley,1.0,1.3,West Ham,2.0,0.9,10.0,11.0,4.0,3.0,17.2,13.2,0.0,0.0,1.0,0.0,0.6,1.4,0.0,7.7,20.0,20.0,2.0,2.0,532.0,522.0,80.6,75.3,0.4,1.1,8.0,9.0,22.0,20.0,4.0,7.0,2.0,4.0,27.0,29.0,0,3,4,17,20.0,9.0,1.6769,1.0373,0.7173,2.0046,0.0,0.0,4.0,5.0,3.4,3.5,2.05,1,1.75,2.05
2024.0,13.0,2023-11-25,Nott'ham Forest,2.0,1.9,Brighton,3.0,1.3,17.0,9.0,4.0,4.0,14.7,19.9,0.0,1.0,1.0,1.0,2.1,1.8,0.0,3.6,33.0,18.0,4.0,6.0,517.0,580.0,78.9,84.7,1.5,0.9,14.0,7.0,26.0,30.0,13.0,7.0,5.0,1.0,47.0,43.0,0,3,13,19,15.0,8.0,1.7633,1.0103,1.5820999999999998,1.2073999999999998,1.0,2.0,6.0,4.0,3.2,3.6,2.15,1,1.73,2.08
2024.0,13.0,2023-11-25,Sheffield Utd,1.0,0.8,Bournemouth,3.0,2.9,10.0,23.0,2.0,11.0,14.9,15.7,0.0,0.0,0.0,0.0,3.4,0.8,0.0,0.0,14.0,38.0,2.0,5.0,454.0,543.0,65.6,74.4,0.7,1.0,8.0,18.0,22.0,29.0,8.0,10.0,4.0,2.0,36.0,41.0,0,3,5,9,19.0,17.0,0.3167999999999999,2.5641,2.7501,0.1749,0.0,2.0,4.0,7.0,3.2,3.5,2.2,1,1.85,2.05
2024.0,13.0,2023-11-25,Manchester City,1.0,1.3,Liverpool,1.0,0.6,16.0,8.0,5.0,3.0,16.3,15.9,1.0,0.0,0.0,0.0,0.7,1.8,22.2,0.0,30.0,13.0,2.0,2.0,650.0,444.0,88.2,80.2,1.3,0.9,12.0,7.0,56.0,23.0,10.0,8.0,2.0,1.0,58.0,33.0,1,1,28,27,1.0,2.0,1.9107000000000005,0.7952999999999999,0.5823,2.2032000000000003,1.0,0.0,9.0,6.0,1.73,4.2,4.2,0,1.48,2.6
2024.0,13.0,2023-11-25,Strasbourg,1.0,1.1,Marseille,1.0,1.4,15.0,16.0,7.0,3.0,18.9,14.8,1.0,0.0,0.0,0.0,1.3,0.8,0.0,0.0,24.0,30.0,2.0,2.0,369.0,564.0,76.2,83.9,0.9,1.4,10.0,11.0,18.0,46.0,5.0,13.0,1.0,4.0,33.0,62.0,1,1,12,13,13.0,10.0,1.1385,1.5951,1.7437,0.9652,1.0,1.0,7.0,11.0,3.8,3.6,1.91,0,2.08,1.82
2024.0,13.0,2023-11-25,Brentford,0.0,1.1,Arsenal,1.0,1.6,9.0,15.0,1.0,4.0,13.9,15.2,0.0,0.0,0.0,0.0,1.2,0.1,8.7,14.3,16.0,28.0,0.0,2.0,331.0,564.0,63.7,78.4,0.6,1.3,7.0,11.0,23.0,35.0,2.0,11.0,1.0,2.0,25.0,50.0,0,3,16,27,10.0,2.0,1.0224,1.7271,2.3365,0.3769,0.0,0.0,1.0,8.0,4.5,3.75,1.75,0,1.9,2.0
2024.0,13.0,2023-11-25,Salernitana,2.0,1.7,Lazio,1.0,2.0,13.0,12.0,6.0,1.0,19.0,20.3,0.0,1.0,0.0,1.0,1.0,1.9,0.0,0.0,24.0,22.0,3.0,2.0,356.0,577.0,71.9,82.8,0.6,0.9,10.0,9.0,15.0,30.0,6.0,7.0,3.0,1.0,23.0,36.0,3,0,5,17,20.0,9.0,1.2028,1.573,0.772,2.0026,0.0,1.0,4.0,9.0,4.75,3.75,1.75,1,2.04,1.86
2024.0,13.0,2023-11-25,Atalanta,1.0,1.0,Napoli,2.0,2.0,16.0,11.0,5.0,3.0,15.4,14.1,0.0,0.0,0.0,0.0,2.0,1.1,12.5,6.3,31.0,17.0,2.0,4.0,444.0,563.0,77.3,80.8,1.1,1.2,14.0,8.0,26.0,24.0,16.0,7.0,7.0,1.0,50.0,30.0,0,3,20,21,5.0,4.0,0.7173,2.0709,2.0123,0.7777999999999999,0.0,1.0,5.0,4.0,2.7,3.4,2.63,1,1.88,2.02
2024.0,13.0,2023-11-25,Newcastle Utd,4.0,2.4,Chelsea,1.0,0.5,14.0,7.0,5.0,4.0,17.0,18.4,1.0,2.0,0.0,0.0,1.1,2.5,0.0,11.8,21.0,12.0,6.0,2.0,523.0,441.0,83.9,83.7,1.4,0.5,10.0,4.0,34.0,16.0,9.0,5.0,2.0,0.0,43.0,22.0,3,0,20,16,7.0,10.0,2.5894,0.2796999999999999,0.5147999999999999,2.3229,1.0,1.0,4.0,2.0,2.55,3.5,2.63,1,1.86,2.04
2024.0,13.0,2023-11-26,Juventus,1.0,0.4,Inter,1.0,0.9,4.0,8.0,1.0,4.0,19.8,16.4,0.0,0.0,0.0,0.0,1.0,0.8,22.2,28.6,7.0,16.0,2.0,2.0,419.0,786.0,80.9,90.1,0.2,0.9,4.0,7.0,30.0,43.0,2.0,6.0,1.0,2.0,21.0,37.0,1,1,29,31,2.0,1.0,0.8306,1.7945,1.5331,1.1317,1.0,1.0,1.0,0.0,3.3,3.25,2.25,0,2.1,1.7
2024.0,13.0,2023-11-26,Lyon,0.0,1.9,Lille,2.0,1.5,11.0,15.0,5.0,8.0,13.6,17.0,0.0,1.0,0.0,0.0,1.8,0.9,0.0,0.0,18.0,26.0,0.0,2.0,573.0,618.0,83.6,85.1,0.9,0.8,9.0,12.0,35.0,21.0,6.0,4.0,2.0,0.0,48.0,28.0,0,3,7,20,18.0,4.0,1.6577,1.1126,2.0305,0.7447,0.0,2.0,3.0,5.0,3.0,3.3,2.38,0,1.98,1.92
2024.0,13.0,2023-11-26,Nantes,0.0,1.3,Le Havre,0.0,0.2,19.0,6.0,3.0,0.0,18.4,18.1,0.0,0.0,0.0,0.0,0.0,0.4,12.5,9.5,32.0,12.0,0.0,0.0,632.0,405.0,81.3,72.8,1.5,0.5,14.0,6.0,47.0,11.0,13.0,6.0,1.0,3.0,67.0,18.0,1,1,14,15,9.0,6.0,2.285,0.4385,0.6667,1.6666,0.0,0.0,10.0,5.0,2.1,3.5,3.6,0,2.08,1.73
2024.0,13.0,2023-11-26,Montpellier,1.0,1.7,Brest,3.0,1.7,15.0,17.0,4.0,5.0,20.8,16.6,2.0,0.0,1.0,0.0,1.5,1.3,37.5,11.5,27.0,32.0,2.0,4.0,489.0,436.0,71.0,71.3,1.6,1.5,9.0,14.0,41.0,21.0,10.0,3.0,2.0,0.0,57.0,35.0,0,3,13,15,10.0,6.0,1.3673000000000002,1.3997000000000002,1.5263,1.2155,0.0,1.0,9.0,1.0,2.3,3.4,3.1,1,1.98,1.92
2024.0,13.0,2023-11-26,Lorient,2.0,1.2,Metz,3.0,1.9,11.0,13.0,5.0,4.0,17.4,19.6,1.0,0.0,0.0,1.0,2.2,1.8,0.0,15.8,21.0,26.0,4.0,6.0,618.0,298.0,87.2,72.5,0.9,1.0,7.0,11.0,50.0,25.0,8.0,10.0,0.0,7.0,50.0,22.0,0,3,11,13,15.0,10.0,0.8974,1.8754,1.6566,1.1292,2.0,1.0,5.0,6.0,1.95,3.5,4.0,1,2.1,1.7
2024.0,14.0,2023-11-26,Betis,1.0,1.4,Las Palmas,0.0,0.6,12.0,15.0,6.0,4.0,17.1,23.4,0.0,0.0,0.0,0.0,1.4,1.9,5.9,7.7,18.0,25.0,1.0,0.0,442.0,678.0,79.6,85.4,0.3,1.0,9.0,9.0,22.0,44.0,4.0,9.0,1.0,3.0,31.0,50.0,3,0,14,18,11.0,7.0,1.9963,0.7318,1.0573,1.717,1.0,0.0,7.0,6.0,1.7,3.75,5.25,0,2.1,1.7
2024.0,14.0,2023-11-26,Cadiz,0.0,1.2,Real Madrid,3.0,1.6,13.0,14.0,4.0,5.0,20.0,18.8,3.0,1.0,0.0,0.0,1.9,1.2,0.0,14.3,25.0,25.0,0.0,6.0,448.0,687.0,82.6,90.5,0.9,0.7,10.0,10.0,22.0,52.0,8.0,9.0,5.0,1.0,34.0,45.0,0,3,10,32,16.0,2.0,1.0784000000000002,1.6606999999999998,1.8597,0.9084,0.0,1.0,4.0,4.0,6.0,4.5,1.5,1,1.73,2.08
